0,1,2,3,4,5,6
157,AC,7.关于人民群众的说法正确的有(),人民群众创造历史的作乍用是与社会基本矛盾运动推动社会前进的过程是相一致的,"既然人民群众是历史的创造者,那就死承认了人民羊众可可以心所次地创造历史",人民群众是社会历史实践的主体在创造历史中起决定性的作用,人民群众在创造历史中起决定性作用的说法与生产历史是社会发展的根本动力的说法是相冲突的
158,ABC,8.下列关于科学技术的描述正确的有(),科学技术必须和生产力的实体要素相结合才能转化为现实的生产力,科学技术首先表现为一种知识形态的潜在的生产力,"在现在生产中,脑力劳动者的数量和质量日益具有决定性的意义","科学技术是第一生产力,这说明生产力越来越是一种精神动力,这种精神动力将成为社会发展的根本动力"
159,BD,9.下列各项属于生产关系内容的有(),历史主体与历史客体的关系,生产资料的所有制形式,人与人之间的政治关系,产品的分配形式
160,ACD,10.关于科技革命的表述是正确的有(),科技革命的作用受社会制度的影响,科技革命将最终取代社会革命,"是""最高意义上的革命""。",能引|起生产方式、生活方式和思想方式的变化
161,CD,11.关于个人在历史中所起作用的说法正确的有(),一部中匡历史就是历代帝王将相的历史是他们创造了整个中国的历史,"英雄人物和人民群众一起共同创造了历史,人民群众离开了英雄人物将一事无成","个人可可以创造也们个人的历史,但是不能简单地创造人类社会的历史他们离不开人民羊众的支持,个人的历史不等于社会整体的历史",个人即使参与创造历史也要遵循社会规律
162,ABCD,12.关于狭义的社会革命的表述正确的有),社会革命根源于社会基本矛盾的尖锐,"社会革命的实质是革命阶级推翻反动阶级的统治,用新的社会制度代替旧的社会制度。",革命是历史的火车头,社会革命的爆发需要一定的主观条件和客观条件
163,ACD,"13.英国科技哲学家斯诺在《两种文化》中说过,""我们必须用以反对技术的恶果的惟一武器,还是技术本身。我们没有别的出路。我们无法退入一个根本不存在的没有技术的伊甸园”。这一观点的错误之处在于()","认为只有科学技术能够解决""全球问题”""",认为科学技术对人的发展具有积极作用,"认为科学技术导致了""全求问题”",对科学技术发展全盘否定
164,CD,14.关于人的本质的观点正确的有(),"人的本质是自由,共产主义社会就是自由人的联合体",人的本质是理性,人的本质不是单个人F所固有的抽象物,人的本质属性在于其社会性
165,BCD,"15.“我们自己仓创造着我们的历史,但是第一,我们是在十分确定的前提和条件下仓创造的。其中经济的前提和条件归根艮到底是决定性的。但是政治等等的前提和条件,甚至那萦回于人们头脑中的传统,也起着一定的作用,虽然不是决定性的作用。”这段话说明)",经济原因可以说明社会生活中的一切现象,"经济原因是归根结底的原因,但不是唯一的原因",传统思想因素可以是某些具体事件的直接原因,政冶原因可以是某些具体事件的直接原因
166,ABC,16.社会存在包括),社会生活的各种物质条件,社会生活的物质生产活动,经济关系,全部社会关系
167,AB,"17.""历史不过是追求着自己目的的人的活动而已,""这一观见点表明()",人民自己创造自己的历史,历史不是神创造的,历史是人门任意创造的,历史是人的思想发展史
168,ACD,"18.""时势造英雄”和""英雄造时势”)",是两种根本对立的观点,这两个观点是相互补充的,"前者是历史唯物主义,后者是历史唯心主义","其拿着是科学史观,后者是唯心史观"
169,AB,"19.经济基础对上层建筑的决定作用,主要表现在()",经济基础决定上层建筑的产生、变化和发展,经济基础决定上层建筑的性质,经济基础决定上层建筑是否具有反作用,经济基础决定上层建筑是否包括自然科学
170,BD,20.正确评价历史人物的方法是(),古为今用仿真,历史分析方法,彻切底批判的革命精神,阶级分析方法
171,ABCD,21.地理环境对社会发展的作用表现在),它为社会的存在提供了必要的空间场所,它为社会生产和生活提供了必要的空间场所,它直接或间接地影响生产的具体方式和效率,它通过生活方式可以影响人们的心理气质和精神面貌
172,BCD,22.阶级斗争的历史作用在于(),它是人类社会发展的根本动力,它是阶级社会发展的直接动力,它是解决阶级社会基本矛盾的必要手段,它是迫使统治阶级实行某些改良的手段
173,ABCD,"23.物质生活资料的生产方式是社会发展的决定力量,这是因为)",生产方式是人类社会赖以生存的物质基础,生产方式的矛盾运动决定着社会形态的更替,生产方式制约整个社会生活、政冶生活和精神生活的过程,生产方式状况决定着社会制度的性质
174,AB,24.马克思主义的社会形态理论指出(),社会形态是具体的、历史的,社会形态是有机的统一整体,社会形态是永恒的、不变的,社会形态是超社会的、超时的
175,ACD,"25.""一言可以兴邦,一言可以丧邦"",英雄人物的意志可可以改变历史发展的方向,这种观点()",否认历史必然性的唯意志论,否认历史偶然性的机械论,唯心主义非决定论在历史观上的表现,夸大个人作用的唯心史观
176,AD,26.在生产力和生产关系的相互关系中),生产力决定生产关系,生产关系决定生产力,"生产关系决定生产力,生产力也决定生产关系",适合生产力状况的生产关系推动生产力的发展
177,ABCD,"27.马克思说.:""无论哪一种社会形态,在它所能容纳的全部生产力发挥出来以前,是决不会灭亡的;而新的更高的生产关系,在它存在的物质条件在旧社会的胞胎里成熟以前,是决不会出现的。“这段话说明()",生产力的发展是促使社会形态更替的最终原因,一种新的生产关系的产生需要客观的物质条件的成熟,"无论呀郧一种社会形态,当它还能狗多促进生产力发展时是不会灭亡的",社会形态总是具体的、历史的
178,ABCD,28.生产关系的客观性是指(),人们不能自由选择生产关系,人们不能随意创造或消灭某种生产关系,生产关系是社会有机体中客观实在的组成部分,生产关系是社会上层建筑的物质基础
179,ACD,"29.科学技术也是生产力,因为()","它能引起劳动对象的变革,促进劳动者素质的提高",它属于上层建筑,它可以提高劳动生产率,它可以提高管理交效率
180,ABC,30.上层建筑对经济基础的能动作用在于(),它为自己的经济基础服务,它要促进自己经济基础的形成、I巩固和发展,它要排除自己经济基础的对立物,它决定自己所服务的经济基础的性质
181,BCD,31.经济基础在社会关系中属于(),政冶关系,生产关系,物质关系,经济关系
182,ABD,"32.人类社会发展是""自然历史过程”的基本含义是()","社会和自然界一样,本质上都是客观的物质体系","社会和自然界一样,都是合乎规律的辩证发展过程",社会发展规律和自然界发展规律是完全相同的,"由于社会发展是自然历史过程,人们有可能像自然科学那样,用精确的眼光考察研究人类社会"
183,AB,"33.""如果资本主义的灭亡是由科学保证了的,为什么还要费那么大的力气去为它安排葬礼呢?”这种观点的错误在于()",抹煞社会规律实现的特点,否认革命在社会质变中的作用,否认历史观上的决定论原则,否定科学是推动历史前进的革命力量
184,AD,34.在生产力和生产关系的相互关系中),生产力决定生产关系,生产关系决定生产力,"生产关系决定生产力,生产力也决定生产关系",适合生产力状况的生产关系推动生产力的发展
185,BD,35.下列各对矛盾属于社会基本矛盾的有(),人和自然界之间的矛盾,生产力和生产关系之间的矛盾,个人和社会之间的矛盾,经济基础和上层建筑之间的矛盾
186,ABCD,36.社会意识的相对独立性表现为(),它的发展变化与社会存在的发展变化不完全同步,它与社会经济水平之间发展上的不平衡性,它的发展往往具有历史继承性,各种社会意识形式之间的相互作用和影响
187,CD,"37.18世纪,经济上落后的国家法国在哲学上和政冶思想领域方面取得的成就,超过了当时经济上先进的英国,这表明)",社会意识的发展不依赖社会经济,社会意识并不决定社会存在,社会意识具有相对独立性,社会意识的发展和经济的发展并不是完全对应的
188,BC,"38.科学技术在高度发展的同时,也带来了全球性问题,这-观点表明)",全球性问题是科学技术的直接结果,全球性问题不是科学技术的直接结果,科学技术的进步是主要的,科学技术是当代人的“非人化”的根源
189,CD,"39.历史发展是""合力""作用的结果,这就是说()",历史发展无规律可循,历史发展是无法认识的,历史发展的因素是复杂的,"社会中的每个人都是""合力""的一部分"
190,ABCD,"40.社会存在决定社会意识是历史唯物主义的根本原理,这是因为()",它揭示了“社会生活和社会发展的本质是物质的、实践的”,它是历史唯物主义的基石,它是划分历史唯物主义和历史唯心主义的标准,它是整个马克思主义哲学的出发点
191,AB,41.无产阶级领袖的重大作用的表现有),他们为无产阶级解放提供理论武器,他们推动无产阶级事业不断向前发展,他们决定了历史发展的基本面貌,他们对历史的发展起决定作用
192,ABD,"42.正确理解地理环境同人类社会关系原理的意义,在于要求我们)","合理地开发自然资源,减少资源浪费","不要破坏生态平衡,要保护人和自然的协调关系","尽快地开发自然资源,以促进生产发展","要呆护自然资源,减少环境污染"
193,ABC,"43.有人说""世界历史好比一百个大钱,你可可以摆成两座五十的,也可以摆成四座二十五的,也可以摆成十座十个的。“这段话的错误在于()",把个人意志看成历史发展的最终原因,把历史看成是偶然事件的堆积,否定社会历史的客观性和规舰律性,否定了意识的能动性
194,ACD,44.生产方式是社会发展的决定力量这是因为(),它是人类社会存在和发展的基础,它是全部社会关系的总和,它决定定社会形态的更替,它决定社会制度的性质
195,BD,45.杰出人物的历史作用表现在他们是(),历史命运的决定者,政冶斗争的组织者,历史规律的的影响者,时代要求和任务的体
196,ABD,"46.经济基础对上层建筑的决定作用表现为,经济基出决定上层建筑的)",产生,性质,具体特点,变化发展
197,BCD,"47.在下列社会现象中,属于上层建筑的有()",产资料所有制开形式,政冶法律制度,国家政权,社会意识形
198,ABCD,48.社会主义社会的改革是(),社会主义制度的自我完善过程,由社会主义社会基本矛盾的性质和特点决定的,"在共产党的领导下,有步骤、有秩序地进行的",依靠人民群众、发挥人民群众创造力的变革过程
199,ABD,49.下列各项属于人民群众创造历史的作用的表现的有(),人民群众是物质财富的创造者,人民群众是精神财富的创造者,人民群众的各种活动都能推动社会进步,人民群众是实现社会变革的决定力量
200,ABC,50.生产力和生产关系、经济基础和上层建筑之间的矛盾是社会发展的基本动力。这是因为这两对矛盾(),制约和决定着其它一切社会矛盾,决定整个社会的面貌,决定社会发展的客观趋势,囊括了人类社会的一切矛盾
